sentimen,Tweet
-1,Data polusi udara jakarta pukul 11 pm malam hari ini bener2 dalam keadaan tidak bersahabat bagi kesehatan manusia
0,Data polusi udara Jakarta pukul 05.00 PM sore hari ini kadar polusi udara mulai meningkat di Kemayoran sudah mulai masuk level merah. Polusi udara datang dari arah Pantai Utara Jakarta masuk ke dalam kota terbawa oleh angin. Kacau
-1,Data polusi udara jakarta pukul 4 pm sore hari ini polusi udara jakarta level merah terjadi selama 13 jam. Kacau jakarta ‍♂️
-1,Polusi udara jakarta 12 jam pertama dalam keadaan yang sangat buruk bagi kesehatan Manusia
0,"BEM UI rilis laporan kajian bertajuk ""Kajian Evaluasi dan Rekomendasi terhadap Permasalahan Polusi Udara di DKI Jakarta"" yang disusun sebagai kado peringatan 496 tahun ibu kota RI.
m.antaranews.com/berita/3601…"
1,Semakin hijau sinar senter ini artinya semakin tinggi level PM25 polusi udaranya aroma udara saat ini berbau asap dari pabrik/industri
-1,Data polusi udara pukul 4 am subuh hari ini. Polusi udara akan sangat buruk pada pagi hari saat ini. Benar benar mengerikan
1,Wow ternyata semakin banyak orang yang sudah sangat sadar akan bahaya dari polusi udara yang terjadi saat ini di jakarta ibukota republik indonesia. Semoga Pemerintah segera fokus dan bersungguh2 menyelesaikan masalah polusi udara yang sangat berbahaya bagi manusia yah
1,Semua orang harus sadar dan kuatir akan bahaya polusi udara yang terjadi di ibukota dki jakarta republik indonesia polusi udara pembawa bencana bagi semua level usia dan juga gender. Polusi udara harus segera diatasi secara maximal polusi udara = bencana
1,yang disampaikan di video ini memangbenar adanya kasihan bukan berapa juta jiwa manusia jakarta dan sekitarnya terdampak racun dari udara yang berpolusi tinggi. Semoga pemerintah Ri segera bekerja keras untuk membaikkan keburukan ini yah
-1,Data polusi udara pukul 3 am subuh hari ini jakarta ranking 3 didunia lihat nih kekejaman pemerintah Republik Indonesia terhadap warga negara bangsanya sendiri loh. Kalau sama penjajah sih lebih baik ya ini ama rakyatnya sendiri kacau parahh
0,"Jabodetabek
Bandung
Malang
Kep Seribu
Berpolusi pagi ini dengan level PM25 yang hampir di semua sensor berwarna merah alias tidak sehat.
Sudah cek kualitas udara di lokasimu?"
0,KPAI mengeluarkan empat rekomendasi untuk anak-anak terkait polusi udara. Sebab kualitas udara di Jakarta dinilai mulai mengganggu aktivitas belajar sekolah. news.detik.com/berita/d-6896…
-1,Polusi udara Jakarta hari Minggu tanggal 25 selama 24 jam benar-benar berada dalam situasi polusi udara yang sangat tinggi. 12 jam pertama full sensor merah 12 jam yang kedua full sensor orange. Mengerikan pemerintah kalah telak terhadap polusi udara
-1,Data lengkap polusi udara selama 2 jam di jakarta ‍♂️ tidak ada rasa iba nya sama sekali loh parahh
-1,26/06/2023 Senin Polusi udara jakarta bener2 membagongkan kacer level merah mulu parahh ‍
-1,Polusi udara jakarta 24 jam pd hari ini terhitung buruk karena hari ini hari libur/ minggu kacau jakarta
-1,Data polusi udara jakarta pukul 8:45 pm malam hari ini menyedihkan Nasib penduduk Dki Jakarta
-1,Polusi udara Jakarta pada hari ini sudah berlangsung selama 13 jam. Inilah keburukan menjadi warga negara DKI Jakarta. Harus terpapar polusi udara setiap hari.
-1,Polusi jakarta pukul 5 am pagi hari ini. Bener sangat buruk. Mengapa orang sakit dan berduit suka pergi berobat ke penang malaysia. Salah 1 nya yah ini polusi udara penang rendah. Pengobatan terjangkau dan lebih lekas sembuhnya. Polusi udara jakarta benar2 tidak ramah terhadap orang
1,Data pelengkap polusi udara saat ini seluruh warga dki jakarta harus rajin2 berdoa agar pemimpin kota yang sudah tidak amanah ini. bisa segera diberhentikan dan digantikan oleh sosok/pribadi yang lebih hebat dan lebih mampu bekerja polusi= racun udara
-1,Data polusi udara jakarta pukul 4:31 am subuh hari ini mengerikan parahh bukan. Ini asap dari industri/pabrik mengotori dan mencemari udara bebas dengan bebasnya dan tidak bertanggung jawab. Parahh kejahatannya. Pdhal weekend loh yaa ‍♂️
-1,Hasil ukur PM25 pukul 2 adalah 43 sama seperti hasil ukur sensor yang di kelapa gading noh 44. Ancol jimbaran terpapar polusi dari mana ya? Proyek yang di ancol atau PLTU batubara atau bakar sampah di dekat jis lagi nih ? Kasihan noh warga yang ancol jakarta ranking 3 di dunia
-1,Data polusi udara jakarta pukul 1 am tengah malam saat ini jakarta ranking 1 melampaui india yang penduduknya 14 M parahh asli pemerintah ina/indonesia tidak ada mutu nya ‍♂️
-1,Masa pasang CCTV untuk tilang kendaraan bisa. Pdhal kendaraan bergerak seperti janda lincah. Ini mengawasi lokasi/spot yang diam saja tidak mampu/tidak bisa/tidak mau. Disogok lu yaa ?? Kacau yaa pemda dki jakarta ‍♂️ jangan banget donk kerjanya. Polusi udara = racun= toxic. tidak jadi berkah gapok lu
1,Masalah polusi udara. jangan lelet tetapi wajib gesit mengatasinya. Mengatasi masalah polusi udara itu harus pake action. Dtg kunjungan tiba2 ke sumber2 polusi udara lgs memberikan denda yang sesuai takarannya. Lalu pasang camera cctv untuk mengawasi asap di lokasi tersebut.
1,Memelihara/menunda mengatasi polusi udara = kalian mau mengeliminasi anak2 kecil lansia dan juga orang sakit. sudah berulang ulang kali menkes menyebutkan bahwa polusi udara sanggup emangkas usia hidup manusia. Seharusnya pemerintah yang baik dan benar lgs dengan pro mengatasi
-1,25/06/2023 Minggu Parah polusi udara jakarta pukul 12 am saat ini. Ranking 1 di dunia entah mau jadi apa nih jakarta ‍♂️ kacau
-1,Wadoww bakar sampah kesalahan klasik yang masih dilakukan hingga zaman modern seperti ini. Pertanda kurangnya edukasi dan penyuluhan dari instansi pemerintah terkait ini penyebab polusi/racun udara mohon perhatiannya @DKIJakarta @dinasalahdki
1,Semoga setelh lewat pukul 12 am pd saat ini polusi udara mereda bisa turun ke level kuning agar semua orang sakit saat ini bisa mendapatkan new hope karena udara yang mereka gunakan bernapas itu baik bersih dan sehat. Amin
-1,Polusi udara 12 jam pertama jakarta dalam kategori sedang. 12 jam yang kedua cenderung buruk untuk anak2 lansia dan terutama orang yang sedang sakit. Apa pun itu penyakitnya. Orang yang sudah sakit kita kasih polusi udara itu artinya kita mempercepat dtgnya kematian terhadap si pasien
1,Polusi udara jakarta pukul 7 pm malam hari ini berada pada level orange semoga bisa lebih baik lagi polusi jakarta ranking 2 di dunia saat ini. dengan polusi level orange nya loh ya berarti kota2 di dunia ini sungguh2 menurunkan kadar karbon di udara outdoor nya semoga paham ya
1,Polusi udara harus diatasi secara maximal tidak ada yang ikhlas paru2 dikotori dengan gas dan juga PM25 debu beracun akibat dari pembakaran benda2 padat. Sampah dan batubara benar2 merusak lingkungan hidup dan iklim di P jawa dan khusus nya jakarta.
0,Polusi udara Jakarta 12 jam yang pertama dinilai dalam kategori yang sedang. Tapi karena durasi waktunya yang lama yaitu 12 jam oleh karena itu polusi udara ini tergolong tidak baik untuk kesehatan manusia.
-1,Pabrik dipindahkan ke jawa tengah. Musim kemarau angin berhembus dari timur kebarat semua polusi pabrik ini akan masuk ke kota jakarta ‍♂️ kalau tetap ada di banten kan anginnya ke arah laut. Bukan hunian padat penduduk. Kacau uda salah setting nih penempatan pabrik ya
1,Polusi udara jakarta terjadi pd waktu siang hari polusi jakarta ranking 3 di dunia saat ini Polusi udara 12 jam pertama pada hari ini dinilai dalam keadaan yang baik. Cuma sayang saat ini uda level merah lagi. Semoga waktunya pendek saja ya
0,Polusi jakarta pukul 4:45 am subuh hari ini pagi hari ini udara jakarta masih akan dalam keadaan yang wajar asalkan pukul 6 tidak mendadak dtg asap yang banyak dari timur jakarta khususnya di agung sedayu kelapa gading
1,Semua warga Jakarta sangat berharap agar Polusi udara bisa segera diatasi dengan hasil akhir yang bagus semoga secepatnya dilakukan yaa Jakarta
1,Semoga polusi udara pada hari Sabtu ini tanggal 24 bisa jauh lebih baik daripada hari Jumat kemarin.
1,"24/06/2023 Jumat
Terima kasih Tuhan Polusi udara jakarta saat ini dalam keadaan yang wajar dan baik"
1,Jika polusi udara Jakarta bisa bertahan seperti ini hingga esok siang pukul 12.00 benar-benar prestasi
-1,Data pukul 4 pm sore hari ini polusi jakarta ranking 8 di dunia kacau jakarta yaa ‍♂️
-1,Polusi udara Jakarta 12 jam yang pertama dalam pada buruk. 12 jam dalam keadaan level merah. Negara kalah total oleh para pelaku pembuat polusi udara. Kacau instrument negara tidak bisa melindungi warga negaranya dari bencana polusi udara buatan lemah
-1,Data polusi udara jakarta pukul 4 am subuh hari ini mengerikan polusi udara jakarta. Udara berasa bangetu asam. Akibat asap polusi dari pabrik dan juga PLTU batubara Negara kita kalah telak ama pelaku Pembuat Polusi udara. Konyol banget bukan ciri negara yang mau maju seperti ini ‍♂️
-1,Data polusi udara jakarta pukul 3 am subuh hari ini polusi udara masih tetap tinggi. Polusi jakarta ranking 4 di dunia saat ini mengerikan parah. Pelakunya bener2 biadab tidak punya rasa kemanusiaan
-1,Polusi jakarta dipukul 2am ranking 1 di dunia. Level PM25 meningkat tinggi banget ini mengerikan sih benar2 parah polusi udara jakarta ‍♂️
-1,"23/06/2023 Jumat
Wadoww pukul 1 dini polusi jakarta ranking 1 di dunia parah ‍"
-1,Ini perbandingan polusi udara di thn 2022 jaman pak anies dan juni 2023 jaman heru BH jauh lebih buruk juni 2023 kacau. kok bisa pemimpin muda tampangnya terlihat sangat cerdas teman dekat ahok dan jokowi tapi performa kerjanya seBuruk ini. Heru tidak sadar sudah bikin malu 2 temannya
-1,Di bulan Juni ini setiap hari selalu saja terdapat polusi udara Jakarta yang menyentuh level merah. Level merah ini terjadi selama 22 Hari. Sepertinya Tiada hari tanpa polusi udara ya guys. Apakah paru-paru anda adalah pemberian dari pemerintah Republik Indonesia?
-1,Polusi udara 12 jam yang pertama pada hari ini dinilai dalam keadaan yang sangat buruk. Pada 12 jam yang kedua sedikit membaik ada beberapa jam polusi udara Jakarta itu berada pada level kuning tapi Sangat disayangkan tidak bertahan lama. Pukul 9 Kemayoran sudah kembali merah
1,Terima kasih warga napas yang sudah join! Jangan lupa selalu pantau kualitas udara secara rutin tunda aktivitas di luar saat polusi sedang tinggi pakai masker saat keluar rumah dan segera konsultasi jika sudah ada gejala yang terlihat.
-1,Polusi di Jakarta saat ini dari @napasidn beberapa daerah yang merah. Zoom in ke Marunda yang merah. Lalu buka gmaps. Ternyata disana ada 4 PLTU.
0,Kalau warga di akhir bulan mau healing atau work from Belitung cocok nih polusinya paling rendah Jangan lupa cek kualitas udara di lokasimu secara rutin ya!
1,"Warga di Jabodetabek Surabaya & Bandung waspada!
Pagi ini kualitas udara menyentuh 20x di atas batas anjuran paparan tahunan WHO Kurangi terkena paparan polusi tinggi & pakai masker"
0,"SIMPAN TANGGALNYA Ngobrolin polusi yang kena sakitnya banyak bareng @piotrj @mtshabr @sdenta @efriadzadari @encepdenis & Retina Putri.
Selasa 29 Agustus 19.00WIB.
Jangan sampai ketinggalan ya~"
-1,"“Polusi kan cuma berdampak pada paru2 saja kan dok?”
Sayangnya semua organ bakal terdampak dan bikin penyakit mulai dari penyakit paru diabetes sakit jantung bahkan ginjal. Lah kok bisa? Ya karena PM25 yang kecil banget itu kalo terhirup bakal masuk ke aliran darah menuju organ dan membuat peradangan dan kerusakan"
0,Dok @decsamh  bertanya dari sudut pandang yang lebih ahli apa ada hubungannya dengan polusi udara juga? Dari studi yang kami temukan seperti ini: repository.ajou.ac.kr/bitstr…
-1,Makin tebal polusinya. Gedung unilever & gop 9 di The Breeze dah ga kliatan. cc: @piotrj @napasidn
1,"Saya sangat berharap penanganan polusi udara dilakukan menyeluruh. Termasuk transisi energi fosil ke energi terbarukan. Kita bisa contoh Beijing dan Fukuoka. Sebab itu harus ada kemauan politik dan kerja sama pemerintah serta swasta agar penanggulangan bisa berjalan baik.
(EB)."
0,sementara itu tak seperti biasanya di Ubud Bali level PM25-nya merah Bandung & Jogja masuk kategori kota dengan polusi tinggi sedangkan Belitung wilayah dengan level PM25 rendah di pagi ini.
1,Lumayan meredakan polusi yah hujan di malam ini @napasidn @piotrj
0,"Minggu pagi ini bukan waktu yang tepat untuk:
Jemur bayi
Olahraga
Beraktivitas outdoor
Di 3 kota yang masuk kategori berpolusi tinggi berikut:
Jabodetabek - Kep Seribu & Bandung"
0,Polusinya turun atau tidak? Gimana hasilnya WFH ASN di Jakarta minggu ini? Silahkan data dua minggu terakhir dari aplikasi @napasidn
0,"Jabodetabek dan 3 kota lainnya akhir pekan ini berpolusi ‼️
Bandung
Surabaya
Jogja Warga sudah cek kualitas udara pagi ini di lokasimu?"
-1,"Baru semalam ngobrol2 kalau di sekitar kita lagi banyak yang batapiil. “Ada hubungannya tidak ya sama polusi Jakarta?” tanya gue yang belum pernah lihat korelasinya (based on data). Tapi scara feeling yakin ada hubungannya.
And voila:"
-1,sementara itu sebagian besar kita menghabiskan ⅓ waktu bekerja di dalam ruangan. Aman dan terlindungi dari polusi tidak? Sayangnya tidak.
-1,Masalahnya tingkat polusi terpantau masih tinggi di banyak kota. Jadi polusi bukan hanya masalah Jabodetabek.
1,"Mimin ingetin lagi bahaya polusi udara terutama PM25 yang bisa masuk ke pembuluh darah.
Yuk sebisa mungkin hindari paparan polusi tinggi.
Cek twit setelah ini untuk langkah mudahnya"
0,"Kota lainnya yang berpolusi tinggi:
Jogja & Surabaya
Kota dengan polusi ""moderat"" aman untuk buka jendela / ventilasi:
Belitung & Bali"
-1,Kota mana yang menurut warga aman dari polusi? Cek data menurut sensor napas di sini Malang Bandung 2 kota di atas kualitas udaranya tercemar sama dengan Jabodetabek & Surabaya yang berpolusi tinggi
-1,Polusi Udara Palangkaraya Tembus 20 Kali Lipat Batas Normal dlvr.it/RDBRrz
0,"Confirm alias betul kak tapi ItuBukanKabut ya.
Buat yang mau tau lebih banyak tentang polusi udara DM saja mimin siap jawab"
1,Menarik nih ada aturan pengendalian pencemaran udara untuk wilayah Jabodetabek Langsung cek beritanya di sini dan juga harapannya ada aturan yang berlaku juga untuk kota lainnya yang tidak kalah polusinya
0,"sementara itu menurut sensor napas yang tersebar di 180+ area di kota besar menunjukkan kualitas udara baik ada di Denpasar Bali.
Sudah cek polusi udara di lokasimu pagi ini?"
-1,"Langitnya begini Polusinya begitu
Kalau di lokasi kamu gimana?
Coba reply kondisi langit vs polusinya"
-1,"ItuBukanKabut ‼️
Jabodetabek ketutup polusi hampir di seluruh wilayah warnanya merah alias ""tidak sehat"".
Parung panjang & Cikarang Selatan ""ungu"" kemungkinan ada polusi hiperlokal.
Gimana dengan kota lainnya?"
1,Yang di timeline jangan lupa pake masker juga asapnya benanti lagi tiba.
0,Salah satu sumber polusi berasal dari bagaimana kita menghasilkan energi. Kita bisa ikut mengurangi produksi polusi udara dari sektor ini dalam skala rumah tangga juga lho! Simak caranya di bawah:
0,"Sobat Essentials! Masalah polusiudara sudah menjadi persoalan sehari-hari di Indonesia sehingga masyarakat perlu melindungi kesehatan diri sendiri & mulai memikirkan penyelesaian masalah secara sistemik. - @piotrj  Co Founder @napasidn -
Baca selengkapnya iesr.or.id/menangani-polusi-…
Dengarkan ulang X Space
nitter.net/IESR/status/1689…"
-1,"Diberlakukannya PSBB atau tidak polusi udara tetap saja tinggi ‍
dari bln 3-6 dan di bln 9-10 sama saja tidak pernah bgs kualitas udaranya"
0,"Update Terkini Kualitas Udara Kecamatan Tebet
GasCO:5 ppm STATUS BAIK
temp:23 humid:45 ReasonS:4810"
0,"Sobat Ecojustice!
Pagi tadi Koalisi Inisiatif Bersihkan Udara Koalisi Semesta (Ibukota) mengikuti sidang perdana gugatan warga negara (citizen lawsuit) atas buruknya kualitas udara Jakarta hari ini (1/8) di Pengadilan Negeri Jakarta Pusat."
-1,Sejumlah warga dan aktivis gugat Presiden @jokowi & para pembantunya untuk upayakan udarabersih di Jakarta. Menghirup udara tercemar racun sejak dini dapat mempengaruhi tumbuh kembang & otak anak. BersihkanIndonesia @SitiNurbayaLHK @aniesbaswedan m.antaranews.com/berita/9412…
-1,Meski Koalisi IBUKOTA telah meraih kemenangan gugatan warga negara atau citizen law suit (CLS) mengenai Hak Udara Bersih atas pemerintah yang terdiri dari Presiden Menteri lingkungan Hidup dan Kehutanan Menteri Kesehatan Menteri Dalam Negeri Gubernur DKI Jakarta Gubernur Jawa Barat dan Gubernur Banten di Pengadilan Negeri Jakarta Pusat pada 16 September 2021 faktanya hingga sekarang hampir tidak ada satu hari pun dimana para warga DKI Jakarta Jawa Barat dan Banten -khususnya area Jabodetabek dan Bandung- dapat menghirup udara bersih.
-1,Hal ini menjadi bukti terkini betapa abai dan enggannya pemerintah baik tingkat pusat maupun daerah untuk melakukan tugas-tugas mereka dan bersinergi dalam memenuhi hak hidup warga yakni udara bersih. Padahal dampak polusi udara semakin hari semakin nyata. Tak hanya menyerang kesehatan fisik dan mental tetapi juga meningkatkan risiko kelahiran bayi prematur dan bahkan kematian dini.
-1,Kualitas udara di DKI Jakarta Bogor Depok Tangerang Bekasi dan Bandung dalam beberapa bulan terakhir kerap berada dalam kategori tidak sehat. Jakarta sebagai ibukota negara Indonesia pun sering menduduki peringkat teratas dalam daftar kota besar paling berpolusi sedunia. Secara umum Jakarta konsisten ada di urutan 10 besar sejak Mei lalu menurut data IQAir.
0,Koalisi IBUKOTA menggelar konferensi pers terkait Pergub Polusi Udara dan dampaknya pada hak warga Jakarta atas udara bersih lewat daring. Konferensi pers ini dipaparkan oleh Elisa Sutanudjaja selaku warga penggugat Bondan Andriyanu Juru Kampanye Energi dan Iklim dari @GreenpeaceID dan Natalia Naibaho Pengacara Publik dari @lebih_Jakarta
1,Kami dukung AngkotDay karena merupakan salah 1 AKSI pengurangan karbon dari kendaraan pribadi :) Wujudkan wujudkan.com/projects/detail…
0,"SEPT 22 World Car Free Day - 17th Jakarta Car Free Day to Beat . ""MAJU KOTANYA BERSIH UDARANYA"
1,Kalau udara lagi tidak sehat begini sebaiknya kita menghindari berada di luar ruangan dan memakai masker polusi di luar ruangan
1,"Baiklah mari kita tutup hari ini.
Ya Allah terimakasih atas nafas yang masih hamba hembuskan hari ini atas sehat hamba hari ini atas teman-teman hamba hari ini atas rejeki hari ini dan atas segala apa yang engkau berikan kepada hambamu ini dihari ini."
-1,"️: ""memang169 itu artinya apa?"" Nih coba cek dulu indikator kualitas udara. 169 sudah termasuk TIDAK SEHAT guys"
0,"Hai anak muda Jabodetabek & Bandung yang berusia 15-25 tahun!
Kamu peduli tidak sih sama polusi udara? Ikutan yuk isi kuesioner ini dan jadi bagian perubahan yang positif!
Klik link kuesioner: bit.ly/KuesionerSehatkanUdar…"
0,Kali ini horor malam Jumat ada di kualitas udaranya
-1,Sumber POLUSI UDARA terbesar di musim hujan vs. musim kemarau emangnya beda? Menurut laporan Vital Strategies dan ITB tahun 2020 ada 7 kategori sumber POLUSI UDARA yang punya kontribusi berbeda di musim hujan dan kemarau. Meskipun angkanya berbeda tapi ada yang sama nih! Asap kendaraan bermotor jadi sumber POLUSI UDARA terbesar di kedua musim ️
1,Selamat ulang tahun ke-496 DKI Jakarta Wah sudah hampir 5 abad nih usia ibukota kita! Namun sayangnya POLUSI UDARA di kota ini masih sering bikin napas warganya tercekat Dear Pak Presiden Pak Gubernur para walikota camat lurah ketua RW ketua RT emak babeh encang encing abang eneng dan semua warga di Jakarta yuk bersama-sama kita berkomitmen menjaga udara supaya tetap bersih. Ingat semua warga layak menghirup udara yang sehat!
-1,"orang dewasa yang lebih tua dan orang-orang dengan masalah pernapasan yang sudah ada sebelumnya sangat rentan.
Polusi udara terbukti meningkatkan risiko berbagai gangguan pernapasan. Misalnya asma emfisema infeksi saluran napas dan penyakit paru obstruktif kronis atau PPOK."
-1,"dengan kualitas udara terburuk di dunia pada pukul 09.00 WIB tadi
idntimes.com/news/indonesia/…
Hmmm sejauh ini tidak ada anjuran apa pun dari pemerintah terkait kondisi ibukota yang sedemikian parahnya!"
0,"Eits! Bukan berarti kita bisa lepas masker tanpa dihantui ancaman kesehatan loh!
Apalagi per hari ini Jakarta jadi kota dengan polusi terburuk di dunia!
Berdasarkan data IQAir kualitas udara DKI Jakarta menduduki posisi kedua sebagai kota"
1,"Waduh! untung deh GOAT kesayangan kita tidak jadi ke Jakarta!Bisa terancam kesehatannya.Anyway warga Jakarta jangan lupa pakai masker ya!
Data IQAir per Senin 19 Juni 2023 pukul 09.33 WIB Jakarta berada di peringkat ke-7 daftar kota paling berpolusi sedunia! Juara terooos"
-1,"polusi udara terus-menerus bisa tingkatkan risiko perubahan pigmentasi kulit seperti hiperpigmentasi atau peningkatan produksi melanin. Alhasil gampang muncul tuh bintik atau bercak gelap pada kulit yang terpapar secara langsung dengan polutan.
Sumber:
higienis.com/blog/kesehatan-…"
-1,"4. Gagal awet muda karena polusi ngaruh ke kondisi muka
Tau sendiri kan yaaa Bang Messi mukanya gitu-gitu saja karena saking awet mudanya! Tapi akibat polusi udara bye deh harapan buat terlihat muda terus. Karena dokter kulit udah bilang"
-1,"Bisa jadi bang Messi tidak konsen saat main bola gara-gara polusi udara!
Sumber: higienis.com/blog/kesehatan-…"
0,"3. Main bola tidak konsen karena pikiran terganggu akibat polisi udara
Studi dari Yale School of Public Health bilang polusi udara memiliki pengaruh positif terhadap pemanfaatan layanan kesehatan mental."
-1,"2. Mengalami penyakit pernapasan nyeri dada hingga pneumonia!
Salah satu yang bisa jadi bakal dialami bang Messi adalah ISPA infeksi yang menyebabkan peradangan di saluran pernapasan. Gejalanya seperti batuk pilek dan demam. Aduh kasian banget si Kapten kalau harus bengek!"
-1,"1. Kalau dia jadi ke Jakarta dia bakal menghirup polusi Jakarta yang mencapai 662 µg/m³ atau 132 kali batas nilai standar WHO. Apalagi dalam beberapa hari terakhir Jakarta terus jadi juara dunia soal polusi!
Kasian banget dikepung polusi!
Sumber:
cnnindonesia.com/gaya-hidup/…"
-1,Polusi udara selain mengakibatkan sesak napas. bisa juga mencederai organ ini di dalam hidung manusia. Terjadi peradangan sehingga membengkak lalu menutup jalur pernapasan. Kasihan banget2 anak yang tdari dalam keadaan sakit seperti ini. nafas sesakngorok dibawah mata berkantung dan kelenjar
1,Semoga pemerintah tidak jadi bencong mau dan ikhlas bertanggung jawab akan keburukan yang sudah diperbuatnya. Negara sebaiknya bertanggung jawab
-1,24 jam yang lalu atau yang disebut kemarin diwaktu yang sama. Polusi udara juga meningkat tinggi. Seharusnya hal yang baik baik yang berulang dan berulang. Bukan sebaliknya hal yang buruk woy jakarta.
-1,4:16am jakarta rank 4 dunia. Sebelumnya di PM25: 83. Semoga lebih turun lagi yaa jakarta. Segini masih sangat buruk lagi orang sakit (komorbid)
-1,3:23am jakarta rank 4 dunia. Polusi udara sangat memburuk saat ini. Mengapa pemerintah Ri sudah khusus bekerja untuk mengatasi polusi tapi kok masih buruk juga
-1,2:56am warga jakarta di waktu subuh di racun lewat udara oleh asap pabrik dan industri yang asapnya tidak di filter. Subuh adalah waktu terbaik mencemari udara
-1,2:43am jakarta rank 5 dunia di kemayoran sudah tinggi banget nilai PM25 nya ‍♂️
1,"06/10/2023 Jumat
12:52pm polusi udara jakarta mulai mau meningkat semoga yang dikhawatirkan tidak terjadi ya jakarta"
1,11:56pm jakarta rank 9 dunia semoga tidak terjadi pembusukan polusi udara pd subuh 6/10/2023
0,10:28pm jakarta rank 9 dunia
1,6:32pm jakarta rank 12 dunia semoga lebih baik lagi semoga disegerakan polusi level kuning di jakarta
1,Bali dan Belitung dengan kualitas udara moderat cocok untuk melakukan aktivitas outdoor
1,"Setelah libur selama Ramadhan dan Lebaran Banyuwangi Car Free Day kembali digelar tiap Minggu pagi mulai 05.30 - 09.00 olga bareng di ruas jalan tanpa asap kendaraan bermotor sepanjang ruas dari Sutomo Wahidin & Diponegoro.
Join us me.
Enviromental Friendly.
Don't miss it"
-1,1:25 pm jakarta rank 5 dunia. Polusi udara dari sisi timur jakarta berangsur2 mereda. Asap itu berasal dari asap industri yang tidak di filter menyedihkan
1,11:42am jakarta rank 8 dunia. Polusi 12 jam ke 1 pd hari ini masih bisa ditoleransi. Entah 3 jam ke depan. karena asap di sisi timur jakarta sangat pekat
-1,11:12am udara bau asap pabrik. Warna langit kecoklatan mengerikan polusi udara sudah mau meningkat nih
-1,Jika jaman dulu ada covid anda bergejala seperti yang disebutkan diatas. Fix anda itu positif covid delta republik indonesia buka kartu dan aib nya sendiri bahwa sudah ngibulin selama 2 thn rakyatnya sendiri kacau parah ‍♂️ gejala yang sama terjadi di thn 23 disebut akibat polusi
-1,Ini adalah gejala keracunan udara dari PM25 dan juga gas O3 ozon ground penyebabnya dari pembakaran sampah padat (nabun) dan juga asap industri yang tidak terfilter jelas yaa penjelasannya semoga bermanfaat bagi kalian semuanya
-1,Terang kuat dan jelas di pukul 845am tetapi semua ini bukanlah masalah jika udara yang anda gunakan bernapas bebas asap/ rendah polusi. Keadaan yang benar dan tepat memangseperti itu. Di makassar kendari bali semuanya seperti itu juga keadaannya. yang salah itu langit mendung karena asap
1,3:19am jakarta rank 10 dunia. Jika tidak ada lonjakan polusi makan udara pagi hari ini akan sangat baik bagi kita semua. Sinar matahari akan sangat
0,Hasil foto atmosfer langit jakarta dan juga hasil ukur nilai PM25 sesuai tidak salah dan tepat
1,"Dalam beberapa hari terakhir polusi udara di Jakarta kembali memburuk. Data IQ Air pada 31 Mei 2023 pukul 07.00 WIB Jakarta menjadi kota besar paling berpolusi dengan skor 170.
Harapan untuk mendapatkan udara bersih masih jauh dari angan meskipun gugatan warga negara alias citizen law suit (CLS) berhasil meraih kemenangan. Alih-alih menjalankan putusan hakim dua tergugat yakni Presiden Jokowi beserta Menteri lingkungan Hidup dan Kehutanan Siti Nurbaya Bakar justru memilih mengajukan kasasi.
Lantas gimana nasib warga yang berdomisili dan beraktivitas di Jakarta? Apakah mereka akan terus terjebak dalam kepungan polusi udara?
Simak dan ikuti diskusi Twitter Space - ""Polusi Udara Cekik Warga Jakarta Kasasi Jadi Jawaban Pemerintah"" di akun @SehatkanUdaraku bersama:
Bondan Andriyanu Pengkampanye Iklim dan Energi Greenpeace Indonesia
Jihan Fauziah Hamdi Pengacara Publik lebih Jakarta
Diya Farida Climate Impact Associate Yayasan Indonesia Cerah"
0,Tuntutan warga negara kepada pemerintah mengenai HAK UDARA BERSIH di Jakarta masih belum juga dipenuhi. Ironisnya Presiden @Jokowi dan Menteri LHK malah mengajukan kasasi daripada menghormati putusan pengadilan Kalau begini terus kapan nih Jakarta bisa bebas dari POLUSI UDARA?
1,POLUSI UDARA bukan hanya tentang kabut tebal yang terlihat di langit tapi juga tentang ancaman serius terhadap kesehatan kita Mohammad Syaril Juru Bicara Kementerian Kesehatan RI telah menegaskan bahwa POLUSI UDARA yang buruk dapat meningkatkan risiko penyakit paru-paru seperti PPOK dan bahkan kanker paru. Duh jadi khawatir deh! Apalagi beberapa hari terakhir kualitas udara di Jakarta dan kawasan Jabodetabek jelek banget Yuk sama-sama jaga kualitas udara sekitar kita dan kawal terus perjuangan CLS Koalisi IBUKOTA yang sekarang masuk tahap kasasi. Upayakan lingkungan yang segar supaya paru-paru kita bisa menghirup udara sehat
-1,"Izin koreksi dikit dok masker kain TIDAK bisa menghindari terhirupnya partikel kecil. Masker medis pun tidak bisa. Hanya masker N95/KN95/KF94 dengan fitting yang baik yang bisa.
Kalo gitu sesak napas donk? Yes suka ga suka if you don't filter it you're breathing it. Mau itu partikel nyangkut di masker / di dalam paru2 Anda/"
-1,Kasian anak-anak. Harus terancam berbagai penyakit karena polusi udara
1,Buat kalian yang aktif keluar rumah jangan lupa pake masker dan jaga kesehatan ya!
-1,Sebuah studi menemukan bahwa POLUSI UDARA dari asap knalpot mobil dan industri mempengaruhi peningkatan TEKANAN DARAH remaja terutama perempuan. Hii jadi makin was-was mau keluar rumah
